"regcode","provcode","citycode","cityname","nscb_city_code","nscb_city_name","cityclassification","chartered","addedby","UserLevelID","dateupdated","status"
"07","0722","072219","CONSOLACION","072219","CONSOLACION",,,,,,
"07","0722","072220","CORDOBA","072220","CORDOBA",,,,,,
"07","0722","072221","DAANBANTAYAN","072221","DAANBANTAYAN",,,,,,
"07","0722","072222","DALAGUETE","072222","DALAGUETE",,,,,,
"07","0722","072223","DANAO CITY","072223","DANAO CITY",,,,,,
"07","0722","072224","DUMANJUG","072224","DUMANJUG",,,,,,
"07","0722","072225","GINATILAN","072225","GINATILAN",,,,,,
"07","0722","072226","LAPU-LAPU CITY (OPON)","072226","LAPU-LAPU CITY (OPON)",,,,,,
"07","0722","072227","LILOAN","072227","LILOAN",,,,,,
"07","0722","072228","MADRIDEJOS","072228","MADRIDEJOS",,,,,,
"07","0722","072229","MALABUYOC","072229","MALABUYOC",,,,,,
"07","0722","072230","MANDAUE CITY","072230","MANDAUE CITY",,,,,,
"07","0722","072231","MEDELLIN","072231","MEDELLIN",,,,,,
"07","0722","072232","MINGLANILLA","072232","MINGLANILLA",,,,,,
"07","0722","072233","MOALBOAL","072233","MOALBOAL",,,,,,
"07","0722","072234","NAGA","072234","NAGA",,,,,,
"07","0722","072235","OSLOB","072235","OSLOB",,,,,,
"07","0722","072236","PILAR","072236","PILAR",,,,,,
"07","0722","072237","PINAMUNGAHAN","072237","PINAMUNGAHAN",,,,,,
"07","0722","072238","PORO","072238","PORO",,,,,,
"07","0722","072239","RONDA","072239","RONDA",,,,,,
"07","0722","072240","SAMBOAN","072240","SAMBOAN",,,,,,
"07","0722","072241","SAN FERNANDO","072241","SAN FERNANDO",,,,,,
"07","0722","072242","SAN FRANCISCO","072242","SAN FRANCISCO",,,,,,
"07","0722","072243","SAN REMIGIO","072243","SAN REMIGIO",,,,,,
"07","0722","072244","SANTA FE","072244","SANTA FE",,,,,,
"07","0722","072245","SANTANDER","072245","SANTANDER",,,,,,
"07","0722","072246","SIBONGA","072246","SIBONGA",,,,,,
"07","0722","072247","SOGOD","072247","SOGOD",,,,,,
"07","0722","072248","TABOGON","072248","TABOGON",,,,,,
"07","0722","072249","TABUELAN","072249","TABUELAN",,,,,,
"07","0722","072250","CITY OF TALISAY","072250","CITY OF TALISAY",,,,,,
"07","0722","072251","TOLEDO CITY","072251","TOLEDO CITY",,,,,,
"07","0722","072252","TUBURAN","072252","TUBURAN",,,,,,
"07","0722","072253","TUDELA","072253","TUDELA",,,,,,
"07","0746","074601","AMLAN (AYUQUITAN)","074601","AMLAN (AYUQUITAN)",,,,,,
"07","0746","074602","AYUNGON","074602","AYUNGON",,,,,,
"07","0746","074603","BACONG","074603","BACONG",,,,,,
"07","0746","074604","BAIS CITY","074604","BAIS CITY",,,,,,
"07","0746","074605","BASAY","074605","BASAY",,,,,,
"07","0746","074606","CITY OF BAYAWAN (TULONG)","074606","CITY OF BAYAWAN (TULONG)",,,,,,
"07","0746","074607","BINDOY (PAYABON)","074607","BINDOY (PAYABON)",,,,,,
"07","0746","074608","CANLAON CITY","074608","CANLAON CITY",,,,,,
"07","0746","074609","DAUIN","074609","DAUIN",,,,,,
"07","0746","074610","DUMAGUETE CITY (Capital)","074610","DUMAGUETE CITY (Capital)",,,,,,
"07","0746","074611","GUIHULNGAN","074611","GUIHULNGAN",,,,,,
"07","0746","074612","JIMALALUD","074612","JIMALALUD",,,,,,
"07","0746","074613","LA LIBERTAD","074613","LA LIBERTAD",,,,,,
"07","0746","074614","MABINAY","074614","MABINAY",,,,,,
"07","0746","074615","MANJUYOD","074615","MANJUYOD",,,,,,
"07","0746","074616","PAMPLONA","074616","PAMPLONA",,,,,,
"07","0746","074617","SAN JOSE","074617","SAN JOSE",,,,,,
"07","0746","074618","SANTA CATALINA","074618","SANTA CATALINA",,,,,,
"07","0746","074619","SIATON","074619","SIATON",,,,,,
"07","0746","074620","SIBULAN","074620","SIBULAN",,,,,,
"07","0746","074621","CITY OF TANJAY","074621","CITY OF TANJAY",,,,,,
"07","0746","074622","TAYASAN","074622","TAYASAN",,,,,,
"07","0746","074623","VALENCIA (LUZURRIAGA)","074623","VALENCIA (LUZURRIAGA)",,,,,,
"07","0746","074624","VALLEHERMOSO","074624","VALLEHERMOSO",,,,,,
"07","0746","074625","ZAMBOANGUITA","074625","ZAMBOANGUITA",,,,,,
"07","0761","076101","ENRIQUE VILLANUEVA","076101","ENRIQUE VILLANUEVA",,,,,,
"07","0761","076102","LARENA","076102","LARENA",,,,,,
"07","0761","076103","LAZI","076103","LAZI",,,,,,
"07","0761","076104","MARIA","076104","MARIA",,,,,,
"07","0761","076105","SAN JUAN","076105","SAN JUAN",,,,,,
"07","0761","076106","SIQUIJOR (Capital)","076106","SIQUIJOR (Capital)",,,,,,
"08","0826","082601","ARTECHE","082601","ARTECHE",,,,,,
"08","0826","082602","BALANGIGA","082602","BALANGIGA",,,,,,
"08","0826","082603","BALANGKAYAN","082603","BALANGKAYAN",,,,,,
"08","0826","082604","BORONGAN (Capital)","082604","BORONGAN (Capital)",,,,,,
"08","0826","082605","CAN-AVID","082605","CAN-AVID",,,,,,
"08","0826","082606","DOLORES","082606","DOLORES",,,,,,
"08","0826","082607","GENERAL MACARTHUR","082607","GENERAL MACARTHUR",,,,,,
"08","0826","082608","GIPORLOS","082608","GIPORLOS",,,,,,
"08","0826","082609","GUIUAN","082609","GUIUAN",,,,,,
"08","0826","082610","HERNANI","082610","HERNANI",,,,,,
"08","0826","082611","JIPAPAD","082611","JIPAPAD",,,,,,
"08","0826","082612","LAWAAN","082612","LAWAAN",,,,,,
"08","0826","082613","LLORENTE","082613","LLORENTE",,,,,,
"08","0826","082614","MASLOG","082614","MASLOG",,,,,,
"08","0826","082615","MAYDOLONG","082615","MAYDOLONG",,,,,,
"08","0826","082616","MERCEDES","082616","MERCEDES",,,,,,
"08","0826","082617","ORAS","082617","ORAS",,,,,,
"08","0826","082618","QUINAPONDAN","082618","QUINAPONDAN",,,,,,
"08","0826","082619","SALCEDO","082619","SALCEDO",,,,,,
"08","0826","082620","SAN JULIAN","082620","SAN JULIAN",,,,,,
"08","0826","082621","SAN POLICARPO","082621","SAN POLICARPO",,,,,,
"08","0826","082622","SULAT","082622","SULAT",,,,,,
"08","0826","082623","TAFT","082623","TAFT",,,,,,
"08","0837","083701","ABUYOG","083701","ABUYOG",,,,,,
"08","0837","083702","ALANGALANG","083702","ALANGALANG",,,,,,
"08","0837","083703","ALBUERA","083703","ALBUERA",,,,,,
"08","0837","083705","BABATNGON","083705","BABATNGON",,,,,,
"08","0837","083706","BARUGO","083706","BARUGO",,,,,,
"08","0837","083707","BATO","083707","BATO",,,,,,
"08","0837","083708","BAYBAY","083708","BAYBAY",,,,,,
"08","0837","083710","BURAUEN","083710","BURAUEN",,,,,,
"08","0837","083713","CALUBIAN","083713","CALUBIAN",,,,,,
"08","0837","083714","CAPOOCAN","083714","CAPOOCAN",,,,,,
"08","0837","083715","CARIGARA","083715","CARIGARA",,,,,,
"08","0837","083717","DAGAMI","083717","DAGAMI",,,,,,
"08","0837","083718","DULAG","083718","DULAG",,,,,,
"08","0837","083719","HILONGOS","083719","HILONGOS",,,,,,
"08","0837","083720","HINDANG","083720","HINDANG",,,,,,
"08","0837","083721","INOPACAN","083721","INOPACAN",,,,,,
"08","0837","083722","ISABEL","083722","ISABEL",,,,,,
"08","0837","083723","JARO","083723","JARO",,,,,,
"08","0837","083724","JAVIER (BUGHO)","083724","JAVIER (BUGHO)",,,,,,
"08","0837","083725","JULITA","083725","JULITA",,,,,,
"08","0837","083726","KANANGA","083726","KANANGA",,,,,,
"08","0837","083728","LAPAZ","083728","LAPAZ",,,,,,
"08","0837","083729","LEYTE","083729","LEYTE",,,,,,
"08","0837","083730","MACARTHUR","083730","MACARTHUR",,,,,,
"08","0837","083731","MAHAPLAG","083731","MAHAPLAG",,,,,,
"08","0837","083733","MATAG-OB","083733","MATAG-OB",,,,,,
"08","0837","083734","MATALOM","083734","MATALOM",,,,,,
"08","0837","083735","MAYORGA","083735","MAYORGA",,,,,,
"08","0837","083736","MERIDA","083736","MERIDA",,,,,,
"08","0837","083738","ORMOC CITY","083738","ORMOC CITY",,,,,,
"08","0837","083739","PALO","083739","PALO",,,,,,
"08","0837","083740","PALOMPON","083740","PALOMPON",,,,,,
"08","0837","083741","PASTRANA","083741","PASTRANA",,,,,,
"08","0837","083742","SAN ISIDRO","083742","SAN ISIDRO",,,,,,
"08","0837","083743","SAN MIGUEL","083743","SAN MIGUEL",,,,,,
"08","0837","083744","SANTA FE","083744","SANTA FE",,,,,,
"08","0837","083745","TABANGO","083745","TABANGO",,,,,,
"08","0837","083746","TABONTABON","083746","TABONTABON",,,,,,
"08","0837","083747","TACLOBAN CITY (Capital)","083747","TACLOBAN CITY (Capital)",,,,,,
"08","0837","083748","TANAUAN","083748","TANAUAN",,,,,,
"08","0837","083749","TOLOSA","083749","TOLOSA",,,,,,
"08","0837","083750","TUNGA","083750","TUNGA",,,,,,
"08","0837","083751","VILLABA","083751","VILLABA",,,,,,
"08","0848","084801","ALLEN","084801","ALLEN",,,,,,
"08","0848","084802","BIRI","084802","BIRI",,,,,,
"08","0848","084803","BOBON","084803","BOBON",,,,,,
"08","0848","084804","CAPUL","084804","CAPUL",,,,,,
"08","0848","084805","CATARMAN (Capital)","084805","CATARMAN (Capital)",,,,,,
"08","0848","084806","CATUBIG","084806","CATUBIG",,,,,,
"08","0848","084807","GAMAY","084807","GAMAY",,,,,,
"08","0848","084808","LAOANG","084808","LAOANG",,,,,,
"08","0848","084809","LAPINIG","084809","LAPINIG",,,,,,
"08","0848","084810","LAS NAVAS","084810","LAS NAVAS",,,,,,
"08","0848","084811","LAVEZARES","084811","LAVEZARES",,,,,,
"08","0848","084812","MAPANAS","084812","MAPANAS",,,,,,
"08","0848","084813","MONDRAGON","084813","MONDRAGON",,,,,,
"08","0848","084814","PALAPAG","084814","PALAPAG",,,,,,
"08","0848","084815","PAMBUJAN","084815","PAMBUJAN",,,,,,
"08","0848","084816","ROSARIO","084816","ROSARIO",,,,,,
"08","0848","084817","SAN ANTONIO","084817","SAN ANTONIO",,,,,,
"08","0848","084818","SAN ISIDRO","084818","SAN ISIDRO",,,,,,
"08","0848","084819","SAN JOSE","084819","SAN JOSE",,,,,,
"08","0848","084820","SAN ROQUE","084820","SAN ROQUE",,,,,,
"08","0848","084821","SAN VICENTE","084821","SAN VICENTE",,,,,,
"08","0848","084822","SILVINO LOBOS","084822","SILVINO LOBOS",,,,,,
"08","0848","084823","VICTORIA","084823","VICTORIA",,,,,,
"08","0848","084824","LOPE DE VEGA","084824","LOPE DE VEGA",,,,,,
"08","0860","086001","ALMAGRO","086001","ALMAGRO",,,,,,
"08","0860","086002","BASEY","086002","BASEY",,,,,,
"08","0860","086003","CALBAYOG CITY","086003","CALBAYOG CITY",,,,,,
"08","0860","086004","CALBIGA","086004","CALBIGA",,,,,,
"08","0860","086005","CATBALOGAN (Capital)","086005","CATBALOGAN (Capital)",,,,,,
"08","0860","086006","DARAM","086006","DARAM",,,,,,
"08","0860","086007","GANDARA","086007","GANDARA",,,,,,
"08","0860","086008","HINABANGAN","086008","HINABANGAN",,,,,,
"08","0860","086009","JIABONG","086009","JIABONG",,,,,,
"08","0860","086010","MARABUT","086010","MARABUT",,,,,,
"08","0860","086011","MATUGUINAO","086011","MATUGUINAO",,,,,,
"08","0860","086012","MOTIONG","086012","MOTIONG",,,,,,
"08","0860","086013","PINABACDAO","086013","PINABACDAO",,,,,,
"08","0860","086014","SAN JOSE DE BUAN","086014","SAN JOSE DE BUAN",,,,,,
"08","0860","086015","SAN SEBASTIAN","086015","SAN SEBASTIAN",,,,,,
"08","0860","086016","SANTA MARGARITA","086016","SANTA MARGARITA",,,,,,
"08","0860","086017","SANTA RITA","086017","SANTA RITA",,,,,,
"08","0860","086018","SANTO NIÃ‚ÂO","086018","SANTO NIÃ‚ÂO",,,,,,
"08","0860","086019","TALALORA","086019","TALALORA",,,,,,
"08","0860","086020","TARANGNAN","086020","TARANGNAN",,,,,,
"08","0860","086021","VILLAREAL","086021","VILLAREAL",,,,,,
"08","0860","086022","PARANAS (WRIGHT)","086022","PARANAS (WRIGHT)",,,,,,
"08","0860","086023","ZUMARRAGA","086023","ZUMARRAGA",,,,,,
"08","0860","086024","TAGAPUL-AN","086024","TAGAPUL-AN",,,,,,
"08","0860","086025","SAN JORGE","086025","SAN JORGE",,,,,,
"08","0860","086026","PAGSANGHAN","086026","PAGSANGHAN",,,,,,
"08","0864","086401","ANAHAWAN","086401","ANAHAWAN",,,,,,
"08","0864","086402","BONTOC","086402","BONTOC",,,,,,
"08","0864","086403","HINUNANGAN","086403","HINUNANGAN",,,,,,
"08","0864","086404","HINUNDAYAN","086404","HINUNDAYAN",,,,,,
"08","0864","086405","LIBAGON","086405","LIBAGON",,,,,,
"08","0864","086406","LILOAN","086406","LILOAN",,,,,,
"08","0864","086407","CITY OF MAASIN (Capital)","086407","CITY OF MAASIN (Capital)",,,,,,
"08","0864","086408","MACROHON","086408","MACROHON",,,,,,
"08","0864","086409","MALITBOG","086409","MALITBOG",,,,,,
"08","0864","086410","PADRE BURGOS","086410","PADRE BURGOS",,,,,,
"08","0864","086411","PINTUYAN","086411","PINTUYAN",,,,,,
"08","0864","086412","SAINT BERNARD","086412","SAINT BERNARD",,,,,,
"08","0864","086413","SAN FRANCISCO","086413","SAN FRANCISCO",,,,,,
"08","0864","086414","SAN JUAN (CABALIAN)","086414","SAN JUAN (CABALIAN)",,,,,,
"08","0864","086415","SAN RICARDO","086415","SAN RICARDO",,,,,,
"08","0864","086416","SILAGO","086416","SILAGO",,,,,,
"08","0864","086417","SOGOD","086417","SOGOD",,,,,,
"08","0864","086418","TOMAS OPPUS","086418","TOMAS OPPUS",,,,,,
"08","0864","086419","LIMASAWA","086419","LIMASAWA",,,,,,
"08","0878","087801","ALMERIA","087801","ALMERIA",,,,,,
"08","0878","087802","BILIRAN","087802","BILIRAN",,,,,,
"08","0878","087803","CABUCGAYAN","087803","CABUCGAYAN",,,,,,
"08","0878","087804","CAIBIRAN","087804","CAIBIRAN",,,,,,
"08","0878","087805","CULABA","087805","CULABA",,,,,,
"08","0878","087806","KAWAYAN","087806","KAWAYAN",,,,,,
"08","0878","087807","MARIPIPI","087807","MARIPIPI",,,,,,
"08","0878","087808","NAVAL (Capital)","087808","NAVAL (Capital)",,,,,,
"09","0972","097201","DAPITAN CITY","097201","DAPITAN CITY",,,,,,
"09","0972","097202","DIPOLOG CITY (Capital)","097202","DIPOLOG CITY (Capital)",,,,,,
"09","0972","097203","KATIPUNAN","097203","KATIPUNAN",,,,,,
"09","0972","097204","LA LIBERTAD","097204","LA LIBERTAD",,,,,,
"09","0972","097205","LABASON","097205","LABASON",,,,,,
"09","0972","097206","LILOY","097206","LILOY",,,,,,
"09","0972","097207","MANUKAN","097207","MANUKAN",,,,,,
"09","0972","097208","MUTIA","097208","MUTIA",,,,,,
"09","0972","097209","PIÃ‚ÂAN (NEW PIÃ‚ÂAN)","097209","PIÃ‚ÂAN (NEW PIÃ‚ÂAN)",,,,,,
"09","0972","097210","POLANCO","097210","POLANCO",,,,,,
"09","0972","097211","PRES. MANUEL A. ROXAS","097211","PRES. MANUEL A. ROXAS",,,,,,
"09","0972","097212","RIZAL","097212","RIZAL",,,,,,
"09","0972","097213","SALUG","097213","SALUG",,,,,,
"09","0972","097214","SERGIO OSMEÃ‚ÂA SR.","097214","SERGIO OSMEÃ‚ÂA SR.",,,,,,
"09","0972","097215","SIAYAN","097215","SIAYAN",,,,,,
"09","0972","097216","SIBUCO","097216","SIBUCO",,,,,,
"09","0972","097217","SIBUTAD","097217","SIBUTAD",,,,,,
"09","0972","097218","SINDANGAN","097218","SINDANGAN",,,,,,
"09","0972","097219","SIOCON","097219","SIOCON",,,,,,
"09","0972","097220","SIRAWAI","097220","SIRAWAI",,,,,,
"09","0972","097221","TAMPILISAN","097221","TAMPILISAN",,,,,,
"09","0972","097222","JOSE DALMAN (PONOT)","097222","JOSE DALMAN (PONOT)",,,,,,
"09","0972","097223","GUTALAC","097223","GUTALAC",,,,,,
"09","0972","097224","BALIGUIAN","097224","BALIGUIAN",,,,,,
"09","0972","097225","GODOD","097225","GODOD",,,,,,
"09","0972","097226","BACUNGAN (LEON T. POSTIGO)","097226","BACUNGAN (LEON T. POSTIGO)",,,,,,
"09","0972","097227","KALAWIT","097227","KALAWIT",,,,,,
"09","0973","097302","AURORA","097302","AURORA",,,,,,
"09","0973","097303","BAYOG","097303","BAYOG",,,,,,
"09","0973","097305","DIMATALING","097305","DIMATALING",,,,,,
"09","0973","097306","DINAS","097306","DINAS",,,,,,
"09","0973","097307","DUMALINAO","097307","DUMALINAO",,,,,,
"09","0973","097308","DUMINGAG","097308","DUMINGAG",,,,,,
"09","0973","097311","KUMALARANG","097311","KUMALARANG",,,,,,
"09","0973","097312","LABANGAN","097312","LABANGAN",,,,,,
"09","0973","097313","LAPUYAN","097313","LAPUYAN",,,,,,
"09","0973","097315","MAHAYAG","097315","MAHAYAG",,,,,,
"09","0973","097317","MARGOSATUBIG","097317","MARGOSATUBIG",,,,,,
"09","0973","097318","MIDSALIP","097318","MIDSALIP",,,,,,
"09","0973","097319","MOLAVE","097319","MOLAVE",,,,,,
"09","0973","097322","PAGADIAN CITY (Capital)","097322","PAGADIAN CITY (Capital)",,,,,,
"09","0973","097323","RAMON MAGSAYSAY (LIARGO)","097323","RAMON MAGSAYSAY (LIARGO)",,,,,,
"09","0973","097324","SAN MIGUEL","097324","SAN MIGUEL",,,,,,
"09","0973","097325","SAN PABLO","097325","SAN PABLO",,,,,,
"09","0973","097327","TABINA","097327","TABINA",,,,,,
"09","0973","097328","TAMBULIG","097328","TAMBULIG",,,,,,
"09","0973","097330","TUKURAN","097330","TUKURAN",,,,,,
"09","0973","097332","ZAMBOANGA CITY","097332","ZAMBOANGA CITY",,,,,,
"09","0973","097333","LAKEWOOD","097333","LAKEWOOD",,,,,,
"09","0973","097337","JOSEFINA","097337","JOSEFINA",,,,,,
"09","0973","097338","PITOGO","097338","PITOGO",,,,,,
"09","0973","097340","SOMINOT (DON MARIANO MARCOS)","097340","SOMINOT (DON MARIANO MARCOS)",,,,,,
"09","0973","097341","VINCENZO A. SAGUN","097341","VINCENZO A. SAGUN",,,,,,
"09","0973","097343","GUIPOS","097343","GUIPOS",,,,,,
"09","0973","097344","TIGBAO","097344","TIGBAO",,,,,,
"09","0983","098301","ALICIA","098301","ALICIA",,,,,,
"09","0983","098302","BUUG","098302","BUUG",,,,,,
"09","0983","098303","DIPLAHAN","098303","DIPLAHAN",,,,,,
"09","0983","098304","IMELDA","098304","IMELDA",,,,,,
"09","0983","098305","IPIL","098305","IPIL",,,,,,
"09","0983","098306","KABASALAN","098306","KABASALAN",,,,,,
"09","0983","098307","MABUHAY","098307","MABUHAY",,,,,,
"09","0983","098308","MALANGAS","098308","MALANGAS",,,,,,
"09","0983","098309","NAGA","098309","NAGA",,,,,,
"09","0983","098310","OLUTANGA","098310","OLUTANGA",,,,,,
"09","0983","098311","PAYAO","098311","PAYAO",,,,,,
"09","0983","098312","ROSELLER LIM","098312","ROSELLER LIM",,,,,,
"09","0983","098313","SIAY","098313","SIAY",,,,,,
"09","0983","098314","TALUSAN","098314","TALUSAN",,,,,,
"09","0983","098315","TITAY","098315","TITAY",,,,,,
"09","0983","098316","TUNGAWAN","098316","TUNGAWAN",,,,,,
"09","0997","099701","CITY OF ISABELA (CAPITAL)","099701","CITY OF ISABELA (CAPITAL)",,,,,,
"10","1013","101301","BAUNGON","101301","BAUNGON",,,,,,
"10","1013","101302","DAMULOG","101302","DAMULOG",,,,,,
"10","1013","101303","DANGCAGAN","101303","DANGCAGAN",,,,,,
"10","1013","101304","DON CARLOS","101304","DON CARLOS",,,,,,
"10","1013","101305","IMPASUG-ONG","101305","IMPASUG-ONG",,,,,,
"10","1013","101306","KADINGILAN","101306","KADINGILAN",,,,,,
"10","1013","101307","KALILANGAN","101307","KALILANGAN",,,,,,
"10","1013","101308","KIBAWE","101308","KIBAWE",,,,,,
"10","1013","101309","KITAOTAO","101309","KITAOTAO",,,,,,
"10","1013","101310","LANTAPAN","101310","LANTAPAN",,,,,,
"10","1013","101311","LIBONA","101311","LIBONA",,,,,,
"10","1013","101312","CITY MALAYBALAY (Capital)","101312","CITY MALAYBALAY (Capital)",,,,,,
"10","1013","101313","MALITBOG","101313","MALITBOG",,,,,,
"10","1013","101314","MANOLO FORTICH","101314","MANOLO FORTICH",,,,,,
"10","1013","101315","MARAMAG","101315","MARAMAG",,,,,,
"10","1013","101316","PANGANTUCAN","101316","PANGANTUCAN",,,,,,
"10","1013","101317","QUEZON","101317","QUEZON",,,,,,
"10","1013","101318","SAN FERNANDO","101318","SAN FERNANDO",,,,,,
"10","1013","101319","SUMILAO","101319","SUMILAO",,,,,,
"10","1013","101320","TALAKAG","101320","TALAKAG",,,,,,
"10","1013","101321","CITY OF VALENCIA","101321","CITY OF VALENCIA",,,,,,
"10","1013","101322","CABANGLASAN","101322","CABANGLASAN",,,,,,
"10","1018","101801","CATARMAN","101801","CATARMAN",,,,,,
"10","1018","101802","GUINSILIBAN","101802","GUINSILIBAN",,,,,,
"10","1018","101803","MAHINOG","101803","MAHINOG",,,,,,
"10","1018","101804","MAMBAJAO (Capital)","101804","MAMBAJAO (Capital)",,,,,,
"10","1018","101805","SAGAY","101805","SAGAY",,,,,,
"10","1035","103501","BACOLOD","103501","BACOLOD",,,,,,
"10","1035","103502","BALOI","103502","BALOI",,,,,,
"10","1035","103503","BAROY","103503","BAROY",,,,,,
"10","1035","103504","ILIGAN CITY","103504","ILIGAN CITY",,,,,,
"10","1035","103505","KAPATAGAN","103505","KAPATAGAN",,,,,,
"10","1035","103506","SULTAN NAGA DIMAPORO (KAROMATAN)","103506","SULTAN NAGA DIMAPORO (KAROMATAN)",,,,,,
"10","1035","103507","KAUSWAGAN","103507","KAUSWAGAN",,,,,,
"10","1035","103508","KOLAMBUGAN","103508","KOLAMBUGAN",,,,,,
"10","1035","103509","LALA","103509","LALA",,,,,,
"10","1035","103510","LINAMON","103510","LINAMON",,,,,,
"10","1035","103511","MAGSAYSAY","103511","MAGSAYSAY",,,,,,
"10","1035","103512","MAIGO","103512","MAIGO",,,,,,
"10","1035","103513","MATUNGAO","103513","MATUNGAO",,,,,,
"10","1035","103514","MUNAI","103514","MUNAI",,,,,,
"10","1035","103515","NUNUNGAN","103515","NUNUNGAN",,,,,,
"10","1035","103516","PANTAO RAGAT","103516","PANTAO RAGAT",,,,,,
"10","1035","103517","POONA PIAGAPO","103517","POONA PIAGAPO",,,,,,
"10","1035","103518","SALVADOR","103518","SALVADOR",,,,,,
"10","1035","103519","SAPAD","103519","SAPAD",,,,,,
"10","1035","103520","TAGOLOAN","103520","TAGOLOAN",,,,,,
"10","1035","103521","TANGCAL","103521","TANGCAL",,,,,,
"10","1035","103522","TUBOD (Capital)","103522","TUBOD (Capital)",,,,,,
"10","1035","103523","PANTAR","103523","PANTAR",,,,,,
"10","1042","104201","ALORAN","104201","ALORAN",,,,,,
"10","1042","104202","BALIANGAO","104202","BALIANGAO",,,,,,
"10","1042","104203","BONIFACIO","104203","BONIFACIO",,,,,,
"10","1042","104204","CALAMBA","104204","CALAMBA",,,,,,
"10","1042","104205","CLARIN","104205","CLARIN",,,,,,
"10","1042","104206","CONCEPCION","104206","CONCEPCION",,,,,,
"10","1042","104207","JIMENEZ","104207","JIMENEZ",,,,,,
"10","1042","104208","LOPEZ JAENA","104208","LOPEZ JAENA",,,,,,
"10","1042","104209","OROQUIETA CITY (Capital)","104209","OROQUIETA CITY (Capital)",,,,,,
"10","1042","104210","OZAMIS CITY","104210","OZAMIS CITY",,,,,,
"10","1042","104211","PANAON","104211","PANAON",,,,,,
"10","1042","104212","PLARIDEL","104212","PLARIDEL",,,,,,
"10","1042","104213","SAPANG DALAGA","104213","SAPANG DALAGA",,,,,,
"10","1042","104214","SINACABAN","104214","SINACABAN",,,,,,
"10","1042","104215","TANGUB CITY","104215","TANGUB CITY",,,,,,
"10","1042","104216","TUDELA","104216","TUDELA",,,,,,
"10","1042","104217","DON VICTORIANO CHIONGBIAN","104217","DON VICTORIANO CHIONGBIAN",,,,,,
"10","1043","104301","ALUBIJID","104301","ALUBIJID",,,,,,
"10","1043","104302","BALINGASAG","104302","BALINGASAG",,,,,,
"10","1043","104303","BALINGOAN","104303","BALINGOAN",,,,,,
"10","1043","104304","BINUANGAN","104304","BINUANGAN",,,,,,
"10","1043","104305","CAGAYAN DE ORO CITY (Capital)","104305","CAGAYAN DE ORO CITY (Capital)",,,,,,
"10","1043","104306","CLAVERIA","104306","CLAVERIA",,,,,,
"10","1043","104307","EL SALVADOR","104307","EL SALVADOR",,,,,,
"10","1043","104308","GINGOOG CITY","104308","GINGOOG CITY",,,,,,
"10","1043","104309","GITAGUM","104309","GITAGUM",,,,,,
"10","1043","104310","INITAO","104310","INITAO",,,,,,
"10","1043","104311","JASAAN","104311","JASAAN",,,,,,
"10","1043","104312","KINOGUITAN","104312","KINOGUITAN",,,,,,
"10","1043","104313","LAGONGLONG","104313","LAGONGLONG",,,,,,
"10","1043","104314","LAGUINDINGAN","104314","LAGUINDINGAN",,,,,,
"10","1043","104315","LIBERTAD","104315","LIBERTAD",,,,,,
"10","1043","104316","LUGAIT","104316","LUGAIT",,,,,,
"10","1043","104317","MAGSAYSAY (LINUGOS)","104317","MAGSAYSAY (LINUGOS)",,,,,,
"10","1043","104318","MANTICAO","104318","MANTICAO",,,,,,
"10","1043","104319","MEDINA","104319","MEDINA",,,,,,
"10","1043","104320","NAAWAN","104320","NAAWAN",,,,,,
"10","1043","104321","OPOL","104321","OPOL",,,,,,
"10","1043","104322","SALAY","104322","SALAY",,,,,,
"10","1043","104323","SUGBONGCOGON","104323","SUGBONGCOGON",,,,,,
"10","1043","104324","TAGOLOAN","104324","TAGOLOAN",,,,,,
"10","1043","104325","TALISAYAN","104325","TALISAYAN",,,,,,
"10","1043","104326","VILLANUEVA","104326","VILLANUEVA",,,,,,
"11","1123","112301","ASUNCION (SAUG)","112301","ASUNCION (SAUG)",,,,,,
"11","1123","112303","CARMEN","112303","CARMEN",,,,,,
"11","1123","112305","KAPALONG","112305","KAPALONG",,,,,,
"11","1123","112314","NEW CORELLA","112314","NEW CORELLA",,,,,,
"11","1123","112315","CITY OF PANABO","112315","CITY OF PANABO",,,,,,
"11","1123","112317","ISLAND GARDEN CITY OF SAMAL","112317","ISLAND GARDEN CITY OF SAMAL",,,,,,
"11","1123","112318","SANTO TOMAS","112318","SANTO TOMAS",,,,,,
"11","1123","112319","CITY OF TAGUM (Capital)","112319","CITY OF TAGUM (Capital)",,,,,,
"11","1123","112322","TALAINGOD","112322","TALAINGOD",,,,,,
"11","1123","112323","BRAULIO E. DUJALI","112323","BRAULIO E. DUJALI",,,,,,
"11","1123","112324","SAN ISIDRO","112324","SAN ISIDRO",,,,,,
"11","1124","112401","BANSALAN","112401","BANSALAN",,,,,,
"11","1124","112402","DAVAO CITY","112402","DAVAO CITY",,,,,,
"11","1124","112403","CITY OF DIGOS (Capital)","112403","CITY OF DIGOS (Capital)",,,,,,
"11","1124","112404","HAGONOY","112404","HAGONOY",,,,,,
"11","1124","112406","KIBLAWAN","112406","KIBLAWAN",,,,,,
"11","1124","112407","MAGSAYSAY","112407","MAGSAYSAY",,,,,,
"11","1124","112408","MALALAG","112408","MALALAG",,,,,,
"11","1124","112410","MATANAO","112410","MATANAO",,,,,,
"11","1124","112411","PADADA","112411","PADADA",,,,,,
"11","1124","112412","SANTA CRUZ","112412","SANTA CRUZ",,,,,,
