"commodity_code","comprogram_code","comtype_code","commodity_desc","uom_code","id","lot_no"
"019026002104","019026","019026",,,"002104","Y"
"019026002105","019026","019026",,,"002105","Y"
"019026002106","019026","019026",,,"002106","Y"
"019026002107","019026","019026",,,"002107","Y"
"019026002108","019026","019026",,,"002108","Y"
"019026002109","019026","019026",,,"002109","Y"
"019026002110","019026","019026",,,"002110","Y"
"019026002111","019026","019026",,,"002111","Y"
"019026002112","019026","019026",,,"002112","Y"
"019026002113","019026","019026",,,"002113","Y"
"019026002114","019026","019026",,,"002114","Y"
"019026002115","019026","019026",,,"002115","Y"
"019026002116","019026","019026",,,"002116","Y"
"019026002117","019026","019026",,,"002117","Y"
"019026002118","019026","019026",,,"002118","Y"
"019026002121","019026","019026",,,"002121","Y"
"019026002122","019026","019026",,,"002122","Y"
"019026002123","019026","019026",,,"002123","Y"
"019026002129","019026","019026",,,"002129","Y"
"019026002130","019026","019026",,,"002130","Y"
"019026002131","019026","019026",,,"002131","Y"
"019026002132","019026","019026",,,"002132","Y"
"019026002133","019026","019026",,,"002133","Y"
"019026002134","019026","019026",,,"002134","Y"
"019026002146","019026","019026",,,"002146","Y"
"019026002148","019026","019026",,,"002148","Y"
"019026002151","019026","019026",,,"002151","Y"
"019026002153","019026","019026",,,"002153","Y"
"019026002154","019026","019026",,,"002154","Y"
"019026002158","019026","019026",,,"002158","Y"
"019026002160","019026","019026",,,"002160","Y"
"019026002161","019026","019026",,,"002161","Y"
"019026002163","019026","019026",,,"002163","Y"
"019026002165","019026","019026",,,"002165","Y"
"019026002166","019026","019026",,,"002166","Y"
"019026002167","019026","019026",,,"002167","Y"
"019026002168","019026","019026",,,"002168","Y"
"019026002169","019026","019026",,,"002169","Y"
"019026002170","019026","019026",,,"002170","Y"
"019026002171","019026","019026",,,"002171","Y"
"019026002172","019026","019026",,,"002172","Y"
"019026002173","019026","019026",,,"002173","Y"
"019026002203","019026","019026",,,"002203","Y"
"019026002271","019026","019026",,,"002271","Y"
"019026002274","019026","019026",,,"002274","Y"
"019026002275","019026","019026",,,"002275","Y"
"019026002276","019026","019026",,,"002276","Y"
"019026002278","019026","019026",,,"002278","Y"
"019026002281","019026","019026",,,"002281","Y"
"019026002282","019026","019026",,,"002282","Y"
"019026002285","019026","019026",,,"002285","Y"
"019026002286","019026","019026",,,"002286","Y"
"019026002287","019026","019026",,,"002287","Y"
"019026002288","019026","019026",,,"002288","Y"
"019026002290","019026","019026",,,"002290","Y"
"019026002291","019026","019026",,,"002291","Y"
"019026002379","019026","019026",,,"002379","Y"
"019026002380","019026","019026",,,"002380","Y"
"019026002383","019026","019026",,,"002383","Y"
"019026002384","019026","019026",,,"002384","Y"
"019026002386","019026","019026",,,"002386","Y"
"019026002387","019026","019026",,,"002387","Y"
"019026002397","019026","019026",,,"002397","Y"
"019026002398","019026","019026",,,"002398","Y"
"019026002399","019026","019026",,,"002399","Y"
"019026002402","019026","019026",,,"002402","Y"
"019026002403","019026","019026",,,"002403","Y"
"019026002407","019026","019026",,,"002407","Y"
"019026002408","019026","019026",,,"002408","Y"
"019026002409","019026","019026",,,"002409","Y"
"019026002410","019026","019026",,,"002410","Y"
"019026002411","019026","019026",,,"002411","Y"
"019026002412","019026","019026",,,"002412","Y"
"019026002413","019026","019026",,,"002413","Y"
"019026002414","019026","019026",,,"002414","Y"
"019026002415","019026","019026",,,"002415","Y"
"019026002416","019026","019026",,,"002416","Y"
"019026002417","019026","019026",,,"002417","Y"
"019026002418","019026","019026",,,"002418","Y"
"019026002419","019026","019026",,,"002419","Y"
"019026002420","019026","019026",,,"002420","Y"
"019026002421","019026","019026",,,"002421","Y"
"019026002422","019026","019026",,,"002422","Y"
"019026002423","019026","019026",,,"002423","Y"
"019026002424","019026","019026",,,"002424","Y"
"019026002425","019026","019026",,,"002425","Y"
"019026002426","019026","019026",,,"002426","Y"
"019026002427","019026","019026",,,"002427","Y"
"019026002428","019026","019026",,,"002428","Y"
"019026002429","019026","019026",,,"002429","Y"
"019026002430","019026","019026",,,"002430","Y"
"019026002431","019026","019026",,,"002431","Y"
"019026002432","019026","019026",,,"002432","Y"
"019026002433","019026","019026",,,"002433","Y"
"019026002434","019026","019026",,,"002434","Y"
"019026002435","019026","019026",,,"002435","Y"
"019026002436","019026","019026",,,"002436","Y"
"019026002437","019026","019026",,,"002437","Y"
"019026002438","019026","019026",,,"002438","Y"
"019026002439","019026","019026",,,"002439","Y"
"019026002440","019026","019026",,,"002440","Y"
"019026002441","019026","019026",,,"002441","Y"
"019026002442","019026","019026",,,"002442","Y"
"019026002443","019026","019026",,,"002443","Y"
"019026002444","019026","019026",,,"002444","Y"
"019026002445","019026","019026",,,"002445","Y"
"019026002446","019026","019026",,,"002446","Y"
"019026002447","019026","019026",,,"002447","Y"
"019026002448","019026","019026",,,"002448","Y"
"019026002449","019026","019026",,,"002449","Y"
"019026002450","019026","019026",,,"002450","Y"
"019026002451","019026","019026",,,"002451","Y"
"019026002452","019026","019026",,,"002452","Y"
"019026002453","019026","019026",,,"002453","Y"
"019026002454","019026","019026",,,"002454","Y"
"019026002455","019026","019026",,,"002455","Y"
"019026002456","019026","019026",,,"002456","Y"
"019026002457","019026","019026",,,"002457","Y"
"019026002458","019026","019026",,,"002458","Y"
"019026002459","019026","019026",,,"002459","Y"
"019026002460","019026","019026",,,"002460","Y"
"019026002461","019026","019026",,,"002461","Y"
"019026002462","019026","019026",,,"002462","Y"
"019026002463","019026","019026",,,"002463","Y"
"019026002464","019026","019026",,,"002464","Y"
"019026002465","019026","019026",,,"002465","Y"
"019026002466","019026","019026",,,"002466","Y"
"019026002469","019026","019026",,,"002469","Y"
"019026002470","019026","019026",,,"002470","Y"
"019026002472","019026","019026",,,"002472","Y"
"019026002474","019026","019026",,,"002474","Y"
"019026002475","019026","019026",,,"002475","Y"
"019026002477","019026","019026",,,"002477","Y"
"019026002478","019026","019026",,,"002478","Y"
"019026002479","019026","019026",,,"002479","Y"
"019026002480","019026","019026",,,"002480","Y"
"019026002481","019026","019026",,,"002481","Y"
"019026002482","019026","019026",,,"002482","Y"
"019026002483","019026","019026",,,"002483","Y"
"019026002484","019026","019026",,,"002484","Y"
"019026002485","019026","019026",,,"002485","Y"
"019026002486","019026","019026",,,"002486","Y"
"019026002487","019026","019026",,,"002487","Y"
"019026002488","019026","019026",,,"002488","Y"
"019026002489","019026","019026",,,"002489","Y"
"019026002490","019026","019026",,,"002490","Y"
"019026002491","019026","019026",,,"002491","Y"
"019026002493","019026","019026",,,"002493","Y"
"019026002494","019026","019026",,,"002494","Y"
"019026002495","019026","019026",,,"002495","Y"
"019026002496","019026","019026",,,"002496","Y"
"019026002497","019026","019026",,,"002497","Y"
"019026002498","019026","019026",,,"002498","Y"
"019026002499","019026","019026",,,"002499","Y"
"019026002500","019026","019026",,,"002500","Y"
"019026002501","019026","019026",,,"002501","Y"
"019026002502","019026","019026",,,"002502","Y"
"019026002503","019026","019026",,,"002503","Y"
"019026002504","019026","019026",,,"002504","Y"
"019026002505","019026","019026",,,"002505","Y"
"019026002506","019026","019026",,,"002506","Y"
"019026002507","019026","019026",,,"002507","Y"
"019026002508","019026","019026",,,"002508","Y"
"019026002509","019026","019026",,,"002509","Y"
"019026002510","019026","019026",,,"002510","Y"
"019026002511","019026","019026",,,"002511","Y"
"019026002512","019026","019026",,,"002512","Y"
"019026002513","019026","019026",,,"002513","Y"
"019026002514","019026","019026",,,"002514","Y"
"019026002515","019026","019026",,,"002515","Y"
"019026002516","019026","019026",,,"002516","Y"
"019026002517","019026","019026",,,"002517","Y"
"019026002518","019026","019026",,,"002518","Y"
"019026002519","019026","019026",,,"002519","Y"
"019026002520","019026","019026",,,"002520","Y"
"019026002521","019026","019026",,,"002521","Y"
"019026002522","019026","019026",,,"002522","Y"
"019026002537","019026","019026",,,"002537","Y"
"019026002538","019026","019026",,,"002538","Y"
"019026002539","019026","019026",,,"002539","Y"
"019026002540","019026","019026",,,"002540","Y"
"019026002541","019026","019026",,,"002541","Y"
"019026002542","019026","019026",,,"002542","Y"
"019026002543","019026","019026",,,"002543","Y"
"019026002544","019026","019026",,,"002544","Y"
"019026002545","019026","019026",,,"002545","Y"
"019026002546","019026","019026",,,"002546","Y"
"019026002547","019026","019026",,,"002547","Y"
"019026002548","019026","019026",,,"002548","Y"
"019026002549","019026","019026",,,"002549","Y"
"019026002550","019026","019026",,,"002550","Y"
"019026002551","019026","019026",,,"002551","Y"
"019026002552","019026","019026",,,"002552","Y"
"019026002553","019026","019026",,,"002553","Y"
"019026002554","019026","019026",,,"002554","Y"
"019026002555","019026","019026",,,"002555","Y"
"019026002557","019026","019026",,,"002557","Y"
"019026002558","019026","019026",,,"002558","Y"
"019026002559","019026","019026",,,"002559","Y"
"019026002560","019026","019026",,,"002560","Y"
"019026002561","019026","019026",,,"002561","Y"
"019026002562","019026","019026",,,"002562","Y"
"019026002563","019026","019026",,,"002563","Y"
"019026002572","019026","019026",,,"002572","Y"
"019026002573","019026","019026",,,"002573","Y"
"019026002574","019026","019026",,,"002574","Y"
"019026002575","019026","019026",,,"002575","Y"
"019026002576","019026","019026",,,"002576","Y"
"019026002577","019026","019026",,,"002577","Y"
"019026002578","019026","019026",,,"002578","Y"
"019026002579","019026","019026",,,"002579","Y"
"019026002580","019026","019026",,,"002580","Y"
"019026002581","019026","019026",,,"002581","Y"
"019026002582","019026","019026",,,"002582","Y"
"019026002583","019026","019026",,,"002583","Y"
"019026002584","019026","019026",,,"002584","Y"
"019026002585","019026","019026",,,"002585","Y"
"019026002586","019026","019026",,,"002586","Y"
"019026002587","019026","019026",,,"002587","Y"
"019026002588","019026","019026",,,"002588","Y"
"019026002589","019026","019026",,,"002589","Y"
"019026002590","019026","019026",,,"002590","Y"
"019026002591","019026","019026",,,"002591","Y"
"019026002592","019026","019026",,,"002592","Y"
"019026002593","019026","019026",,,"002593","Y"
"019026002594","019026","019026",,,"002594","Y"
"019026002595","019026","019026",,,"002595","Y"
"019026002596","019026","019026",,,"002596","Y"
"019026002597","019026","019026",,,"002597","Y"
"019026002598","019026","019026",,,"002598","Y"
"019026002599","019026","019026",,,"002599","Y"
"019026002600","019026","019026",,,"002600","Y"
"019026002601","019026","019026",,,"002601","Y"
"019026002602","019026","019026",,,"002602","Y"
"019026002603","019026","019026",,,"002603","Y"
"019026002604","019026","019026",,,"002604","Y"
"019026002605","019026","019026",,,"002605","Y"
"019026002606","019026","019026",,,"002606","Y"
"019026002607","019026","019026",,,"002607","Y"
"019026002608","019026","019026",,,"002608","Y"
"019026002609","019026","019026",,,"002609","Y"
"019026002610","019026","019026",,,"002610","Y"
"019026002611","019026","019026",,,"002611","Y"
"019026002612","019026","019026",,,"002612","Y"
"019026002613","019026","019026",,,"002613","Y"
"019026002614","019026","019026",,,"002614","Y"
"019026002615","019026","019026",,,"002615","Y"
"019026002616","019026","019026",,,"002616","Y"
"019026002617","019026","019026",,,"002617","Y"
"019026002618","019026","019026",,,"002618","Y"
"019026002629","019026","019026",,,"002629","Y"
"019026002633","019026","019026",,,"002633","Y"
"019026002645","019026","019026",,,"002645","Y"
"019026002646","019026","019026",,,"002646","Y"
"019026002647","019026","019026",,,"002647","Y"
"019026002648","019026","019026",,,"002648","Y"
"019026002649","019026","019026",,,"002649","Y"
"019026002650","019026","019026",,,"002650","Y"
"019026002653","019026","019026",,,"002653","Y"
"019026002654","019026","019026",,,"002654","Y"
"019026002655","019026","019026",,,"002655","Y"
"019026002656","019026","019026",,,"002656","Y"
"019026002657","019026","019026",,,"002657","Y"
"019026002658","019026","019026",,,"002658","Y"
"019026002659","019026","019026",,,"002659","Y"
"019026002660","019026","019026",,,"002660","Y"
"019026002661","019026","019026",,,"002661","Y"
"019026002662","019026","019026",,,"002662","Y"
"019026002664","019026","019026",,,"002664","Y"
"019026002665","019026","019026",,,"002665","Y"
"019026002666","019026","019026",,,"002666","Y"
"019026002667","019026","019026",,,"002667","Y"
"019026002668","019026","019026",,,"002668","Y"
"019026002669","019026","019026",,,"002669","Y"
"019026002670","019026","019026",,,"002670","Y"
"019026002671","019026","019026",,,"002671","Y"
"019026002672","019026","019026",,,"002672","Y"
"019026002673","019026","019026",,,"002673","Y"
"019026002674","019026","019026",,,"002674","Y"
"019026002675","019026","019026",,,"002675","Y"
"019026002676","019026","019026",,,"002676","Y"
"019026002677","019026","019026",,,"002677","Y"
"019026002678","019026","019026",,,"002678","Y"
"019026002679","019026","019026",,,"002679","Y"
"019026002680","019026","019026",,,"002680","Y"
"019026002681","019026","019026",,,"002681","Y"
"019026002682","019026","019026",,,"002682","Y"
"019026002683","019026","019026",,,"002683","Y"
"019026002684","019026","019026",,,"002684","Y"
"019026002685","019026","019026",,,"002685","Y"
"019026002686","019026","019026",,,"002686","Y"
"019026002687","019026","019026",,,"002687","Y"
"019026002688","019026","019026",,,"002688","Y"
"019026002699","019026","019026",,,"002699","Y"
"019026002700","019026","019026",,,"002700","Y"
"019026002701","019026","019026",,,"002701","Y"
"019026002702","019026","019026",,,"002702","Y"
"019026002703","019026","019026",,,"002703","Y"
"019026002705","019026","019026",,,"002705","Y"
"019026002706","019026","019026",,,"002706","Y"
"019026002707","019026","019026",,,"002707","Y"
"019026002708","019026","019026",,,"002708","Y"
"019026002709","019026","019026",,,"002709","Y"
"019026002710","019026","019026",,,"002710","Y"
"019026002711","019026","019026",,,"002711","Y"
"019026002712","019026","019026",,,"002712","Y"
"019026002713","019026","019026",,,"002713","Y"
"019026002714","019026","019026",,,"002714","Y"
"019026002715","019026","019026",,,"002715","Y"
"019026002716","019026","019026",,,"002716","Y"
"019026002717","019026","019026",,,"002717","Y"
"019026002718","019026","019026",,,"002718","Y"
"019026002721","019026","019026",,,"002721","Y"
"019026002722","019026","019026",,,"002722","Y"
"019026002727","019026","019026",,,"002727","Y"
"019026002728","019026","019026",,,"002728","Y"
"019026002729","019026","019026",,,"002729","Y"
"019026002730","019026","019026",,,"002730","Y"
"019026002731","019026","019026",,,"002731","Y"
"019026002732","019026","019026",,,"002732","Y"
"019026002733","019026","019026",,,"002733","Y"
"019026002736","019026","019026",,,"002736","Y"
"019026002737","019026","019026",,,"002737","Y"
"019026002738","019026","019026",,,"002738","Y"
"019026002739","019026","019026",,,"002739","Y"
"019026002740","019026","019026",,,"002740","Y"
"019026002743","019026","019026",,,"002743","Y"
"019026002744","019026","019026",,,"002744","Y"
"019026002745","019026","019026",,,"002745","Y"
"019026002746","019026","019026",,,"002746","Y"
"019026002747","019026","019026",,,"002747","Y"
"019026002748","019026","019026",,,"002748","Y"
"019026002749","019026","019026",,,"002749","Y"
"019026002750","019026","019026",,,"002750","Y"
"019026002751","019026","019026",,,"002751","Y"
"019026002752","019026","019026",,,"002752","Y"
"019026002753","019026","019026",,,"002753","Y"
"019026002754","019026","019026",,,"002754","Y"
"019026002755","019026","019026",,,"002755","Y"
"019026002756","019026","019026",,,"002756","Y"
"019026002757","019026","019026",,,"002757","Y"
"019026002758","019026","019026",,,"002758","Y"
"019026002759","019026","019026",,,"002759","Y"
"019026002760","019026","019026",,,"002760","Y"
"019026002761","019026","019026",,,"002761","Y"
"019026002762","019026","019026",,,"002762","Y"
"019026002763","019026","019026",,,"002763","Y"
"019026002764","019026","019026",,,"002764","Y"
"019026002765","019026","019026",,,"002765","Y"
"019026002766","019026","019026",,,"002766","Y"
"019026002768","019026","019026",,,"002768","Y"
"019026002794","019026","019026",,,"002794","Y"
"019026002795","019026","019026",,,"002795","Y"
"019026002796","019026","019026",,,"002796","Y"
"019026002797","019026","019026",,,"002797","Y"
"019026002798","019026","019026",,,"002798","Y"
"019026002848","019026","019026",,,"002848","Y"
"019026002849","019026","019026",,,"002849","Y"
"019026002850","019026","019026",,,"002850","Y"
"019026002851","019026","019026",,,"002851","Y"
"019026002852","019026","019026",,,"002852","Y"
"019026002857","019026","019026",,,"002857","Y"
"019026002859","019026","019026",,,"002859","Y"
"019026002860","019026","019026",,,"002860","Y"
"019026002892","019026","019026",,,"002892","Y"
"019026002893","019026","019026",,,"002893","Y"
"019026002894","019026","019026",,,"002894","Y"
"019026002909","019026","019026",,,"002909","Y"
"019026002910","019026","019026",,,"002910","Y"
"019026002915","019026","019026",,,"002915","Y"
"019026002918","019026","019026",,,"002918","Y"
"019026002919","019026","019026",,,"002919","Y"
"019026002920","019026","019026",,,"002920","Y"
"019026002921","019026","019026",,,"002921","Y"
"019026002922","019026","019026",,,"002922","Y"
"019026002923","019026","019026",,,"002923","Y"
"019026002924","019026","019026",,,"002924","Y"
"019026002925","019026","019026",,,"002925","Y"
"019026002926","019026","019026",,,"002926","Y"
"019026002927","019026","019026",,,"002927","Y"
"019026002928","019026","019026",,,"002928","Y"
"019026002929","019026","019026",,,"002929","Y"
"019026002930","019026","019026",,,"002930","Y"
"019026002931","019026","019026",,,"002931","Y"
"019026002932","019026","019026",,,"002932","Y"
"019026002933","019026","019026",,,"002933","Y"
"019026002934","019026","019026",,,"002934","Y"
"019026002935","019026","019026",,,"002935","Y"
"019026002936","019026","019026",,,"002936","Y"
"019026002942","019026","019026",,,"002942","Y"
"019026002943","019026","019026",,,"002943","Y"
"019026002944","019026","019026",,,"002944","Y"
"019026002945","019026","019026",,,"002945","Y"
"019026002946","019026","019026",,,"002946","Y"
"019026002948","019026","019026",,,"002948","Y"
"019026002949","019026","019026",,,"002949","Y"
"019026002950","019026","019026",,,"002950","Y"
"019026002951","019026","019026",,,"002951","Y"
"019026002952","019026","019026",,,"002952","Y"
"019026002954","019026","019026",,,"002954","Y"
"019026002980","019026","019026",,,"002980","Y"
"019026002981","019026","019026",,,"002981","Y"
"019026002982","019026","019026",,,"002982","Y"
"019026002983","019026","019026",,,"002983","Y"
"019026002984","019026","019026",,,"002984","Y"
"019026002985","019026","019026",,,"002985","Y"
"019026002986","019026","019026",,,"002986","Y"
"019026002987","019026","019026",,,"002987","Y"
"019026002988","019026","019026",,,"002988","Y"
"019026002989","019026","019026",,,"002989","Y"
"019026002990","019026","019026",,,"002990","Y"
"019026002991","019026","019026",,,"002991","Y"
"019026002992","019026","019026",,,"002992","Y"
"019026002993","019026","019026",,,"002993","Y"
"019026002994","019026","019026",,,"002994","Y"
"019026002995","019026","019026",,,"002995","Y"
"019026002996","019026","019026",,,"002996","Y"
"019026002997","019026","019026",,,"002997","Y"
"019026002998","019026","019026",,,"002998","Y"
"019026002999","019026","019026",,,"002999","Y"
"019026003000","019026","019026",,,"003000","Y"
"019026003001","019026","019026",,,"003001","Y"
"019026003002","019026","019026",,,"003002","Y"
"019026003003","019026","019026",,,"003003","Y"
"019026003004","019026","019026",,,"003004","Y"
"019026003005","019026","019026",,,"003005","Y"
"019026003006","019026","019026",,,"003006","Y"
"019026003007","019026","019026",,,"003007","Y"
"019026003008","019026","019026",,,"003008","Y"
"019026003009","019026","019026",,,"003009","Y"
"019026003010","019026","019026",,,"003010","Y"
"019026003011","019026","019026",,,"003011","Y"
"019026003012","019026","019026",,,"003012","Y"
"019026003013","019026","019026",,,"003013","Y"
"019026003014","019026","019026",,,"003014","Y"
"019026003015","019026","019026",,,"003015","Y"
"019026003016","019026","019026",,,"003016","Y"
"019026003017","019026","019026",,,"003017","Y"
"019026003018","019026","019026",,,"003018","Y"
"019026003019","019026","019026",,,"003019","Y"
"019026003020","019026","019026",,,"003020","Y"
"019026003021","019026","019026",,,"003021","Y"
"019026003022","019026","019026",,,"003022","Y"
"019026003023","019026","019026",,,"003023","Y"
"019026003024","019026","019026",,,"003024","Y"
"019026003025","019026","019026",,,"003025","Y"
"019026003026","019026","019026",,,"003026","Y"
"019026003027","019026","019026",,,"003027","Y"
"019026003028","019026","019026",,,"003028","Y"
"019026003029","019026","019026",,,"003029","Y"
"019026003030","019026","019026",,,"003030","Y"
"019026003031","019026","019026",,,"003031","Y"
"019026003032","019026","019026",,,"003032","Y"
"019026003033","019026","019026",,,"003033","Y"
"019026003034","019026","019026",,,"003034","Y"
"019026003035","019026","019026",,,"003035","Y"
"019026003036","019026","019026",,,"003036","Y"
"019026003037","019026","019026",,,"003037","Y"
"019026003038","019026","019026",,,"003038","Y"
"019026003039","019026","019026",,,"003039","Y"
"019026003040","019026","019026",,,"003040","Y"
"019026003041","019026","019026",,,"003041","Y"
"019026003042","019026","019026",,,"003042","Y"
"019026003043","019026","019026",,,"003043","Y"
"019026003044","019026","019026",,,"003044","Y"
"019026003045","019026","019026",,,"003045","Y"
"019026003046","019026","019026",,,"003046","Y"
"019026003052","019026","019026",,,"003052","Y"
"019026003053","019026","019026",,,"003053","Y"
"019026003054","019026","019026",,,"003054","Y"
"019026003055","019026","019026",,,"003055","Y"
"019026003056","019026","019026",,,"003056","Y"
"019026003057","019026","019026",,,"003057","Y"
"019026003058","019026","019026",,,"003058","Y"
"019026003059","019026","019026",,,"003059","Y"
"019026003060","019026","019026",,,"003060","Y"
"019026003061","019026","019026",,,"003061","Y"
"019026003062","019026","019026",,,"003062","Y"
"019026003063","019026","019026",,,"003063","Y"
"019026003064","019026","019026",,,"003064","Y"
"019026003065","019026","019026",,,"003065","Y"
"019026003066","019026","019026",,,"003066","Y"
"019026003067","019026","019026",,,"003067","Y"
"019026003068","019026","019026",,,"003068","Y"
"019026003069","019026","019026",,,"003069","Y"
"019026003070","019026","019026",,,"003070","Y"
"019026003071","019026","019026",,,"003071","Y"
"019026003072","019026","019026",,,"003072","Y"
"019026003073","019026","019026",,,"003073","Y"
"019026003074","019026","019026",,,"003074","Y"
"019026003075","019026","019026",,,"003075","Y"
"019026003076","019026","019026",,,"003076","Y"
"019026003077","019026","019026",,,"003077","Y"
"019026003078","019026","019026",,,"003078","Y"
"019026003079","019026","019026",,,"003079","Y"
"019026003080","019026","019026",,,"003080","Y"
"019026003082","019026","019026",,,"003082","Y"
"019026003083","019026","019026",,,"003083","Y"
"019026003084","019026","019026",,,"003084","Y"
"019026003085","019026","019026",,,"003085","Y"
"019026003086","019026","019026",,,"003086","Y"
"019026003087","019026","019026",,,"003087","Y"
"019026003088","019026","019026",,,"003088","Y"
"019026003090","019026","019026",,,"003090","Y"
"019026003091","019026","019026",,,"003091","Y"
"019026003092","019026","019026",,,"003092","Y"
"019026003093","019026","019026",,,"003093","Y"
"019026003094","019026","019026",,,"003094","Y"
"019026003095","019026","019026",,,"003095","Y"
"019026003096","019026","019026",,,"003096","Y"
"019026003097","019026","019026",,,"003097","Y"
"019026003098","019026","019026",,,"003098","Y"
"019026003099","019026","019026",,,"003099","Y"
"019026003100","019026","019026",,,"003100","Y"
"019026003101","019026","019026",,,"003101","Y"
"019026003102","019026","019026",,,"003102","Y"
"019026003163","019026","019026",,,"003163","Y"
"019026003175","019026","019026",,,"003175","Y"
"019026003176","019026","019026",,,"003176","Y"
"019026003177","019026","019026",,,"003177","Y"
"019026003178","019026","019026",,,"003178","Y"
"019026003179","019026","019026",,,"003179","Y"
"019026003180","019026","019026",,,"003180","Y"
"019026003181","019026","019026",,,"003181","Y"
"019026003182","019026","019026",,,"003182","Y"
"019026003183","019026","019026",,,"003183","Y"
"019026003184","019026","019026",,,"003184","Y"
"019026003185","019026","019026",,,"003185","Y"
"019026003186","019026","019026",,,"003186","Y"
"019026003187","019026","019026",,,"003187","Y"
"019026003188","019026","019026",,,"003188","Y"
"019026003189","019026","019026",,,"003189","Y"
"019026003190","019026","019026",,,"003190","Y"
"019026003191","019026","019026",,,"003191","Y"
"019026003192","019026","019026",,,"003192","Y"
"019026003193","019026","019026",,,"003193","Y"
"019026003194","019026","019026",,,"003194","Y"
"019026003198","019026","019026",,,"003198","Y"
"019026003200","019026","019026",,,"003200","Y"
"019026003201","019026","019026",,,"003201","Y"
"019026003327","019026","019026",,,"003327","Y"
"019026003328","019026","019026",,,"003328","Y"
"019026003329","019026","019026",,,"003329","Y"
"019026003330","019026","019026",,,"003330","Y"
"019026003331","019026","019026",,,"003331","Y"
"019026003332","019026","019026",,,"003332","Y"
"019026003333","019026","019026",,,"003333","Y"
"019026003334","019026","019026",,,"003334","Y"
"019026003335","019026","019026",,,"003335","Y"
"019026003336","019026","019026",,,"003336","Y"
"019026003338","019026","019026",,,"003338","Y"
"019026003339","019026","019026",,,"003339","Y"
"019026003340","019026","019026",,,"003340","Y"
"019026003341","019026","019026",,,"003341","Y"
"019026003342","019026","019026",,,"003342","Y"
"019026003343","019026","019026",,,"003343","Y"
"019026003344","019026","019026",,,"003344","Y"
"019026003345","019026","019026",,,"003345","Y"
"019026003346","019026","019026",,,"003346","Y"
"019026003347","019026","019026",,,"003347","Y"
"019026003348","019026","019026",,,"003348","Y"
"019026003349","019026","019026",,,"003349","Y"
"019026003350","019026","019026",,,"003350","Y"
"019026003351","019026","019026",,,"003351","Y"
"019026003352","019026","019026",,,"003352","Y"
"019026003353","019026","019026",,,"003353","Y"
"019026003354","019026","019026",,,"003354","Y"
"019026003355","019026","019026",,,"003355","Y"
"019026003356","019026","019026",,,"003356","Y"
"019026003357","019026","019026",,,"003357","Y"
"019026003358","019026","019026",,,"003358","Y"
"019026003454","019026","019026",,,"003454","Y"
"019026003455","019026","019026",,,"003455","Y"
"019026003456","019026","019026",,,"003456","Y"
"019026003457","019026","019026",,,"003457","Y"
"019026003458","019026","019026",,,"003458","Y"
"019026003459","019026","019026",,,"003459","Y"
"019026003460","019026","019026",,,"003460","Y"
"019026003461","019026","019026",,,"003461","Y"
"019026003462","019026","019026",,,"003462","Y"
"019026003463","019026","019026",,,"003463","Y"
"019026003464","019026","019026",,,"003464","Y"
"019026003488","019026","019026",,,"003488","Y"
"019026003489","019026","019026",,,"003489","Y"
"019026003490","019026","019026",,,"003490","Y"
"019026003491","019026","019026",,,"003491","Y"
"019026003559","019026","019026",,,"003559","Y"
"019026003560","019026","019026",,,"003560","Y"
"019026003561","019026","019026",,,"003561","Y"
"019026003602","019026","019026",,,"003602","Y"
"019026003683","019026","019026",,,"003683","Y"
"019026003684","019026","019026",,,"003684","Y"
"019026003688","019026","019026",,,"003688","Y"
"019026003690","019026","019026",,,"003690","Y"
"019026003691","019026","019026",,,"003691","Y"
"019026003692","019026","019026",,,"003692","Y"
"019026003693","019026","019026",,,"003693","Y"
"019026003694","019026","019026",,,"003694","Y"
"019026003695","019026","019026",,,"003695","Y"
"019026003696","019026","019026",,,"003696","Y"
"019026003697","019026","019026",,,"003697","Y"
"019026003731","019026","019026",,,"003731","Y"
"019026003732","019026","019026",,,"003732","Y"
"019026003733","019026","019026",,,"003733","Y"
"019026003734","019026","019026",,,"003734","Y"
"019026003735","019026","019026",,,"003735","Y"
"019026003736","019026","019026",,,"003736","Y"
"019026003737","019026","019026",,,"003737","Y"
"019026003738","019026","019026",,,"003738","Y"
"019026003739","019026","019026",,,"003739","Y"
"019026003740","019026","019026",,,"003740","Y"
"019026003741","019026","019026",,,"003741","Y"
"019026003811","019026","019026","Gliclazide 80mg",,"003811","Y"
"019026003818","019026","019026",,,"003818","Y"
"019026003819","019026","019026",,,"003819","Y"
"019026003820","019026","019026",,,"003820","Y"
"019026003822","019026","019026",,,"003822","Y"
"019026003823","019026","019026",,,"003823","Y"
"019026003824","019026","019026",,,"003824","Y"
"019026003825","019026","019026",,,"003825","Y"
"019026003826","019026","019026",,,"003826","Y"
"019026003827","019026","019026",,,"003827","Y"
"019026003828","019026","019026",,,"003828","Y"
"019026003829","019026","019026",,,"003829","Y"
"019026003830","019026","019026",,,"003830","Y"
"019026003831","019026","019026",,,"003831","Y"
"019026003832","019026","019026",,,"003832","Y"
"019026003833","019026","019026",,,"003833","Y"
"019026003834","019026","019026",,,"003834","Y"
"019026003835","019026","019026",,,"003835","Y"
"019026003836","019026","019026",,,"003836","Y"
"019026003837","019026","019026",,,"003837","Y"
"019026003838","019026","019026",,,"003838","Y"
"019026003839","019026","019026",,,"003839","Y"
