"caserate_code","caserate_desc","casetype","firstrate","firstpf","firsthosp","caseratecode"
"26700","Closed treatment of metacarpophalangeal dislocation, single","P","10540","5040","5500","CR1347"
"26706","Percutaneous skeletal fixation of metacarpophalangeal dislocation, single, w/ manipulation","P","14960","7560","7400","CR1846"
"26715","Open treatment of metacarpophalangeal dislocation, single, w/ or w/o internal or external fixation","P","12540","7140","5400","CR1790"
"26720","Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb","P","10120","4620","5500","CR1323"
"26727","Percutaneous skeletal fixation of unstable phalangeal shaft fracture, proximal or middle phalanx, finger or thumb, w/ manipulation, each","P","14960","7560","7400","CR1847"
"26735","Open treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb, w/ or w/o internal or external fixation, each","P","14960","7560","7400","CR1829"
"26740","Closed treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint","P","10120","4620","5500","CR1324"
"26746","Open treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint, w/ or w/o internal or external fixation, each","P","12540","7140","5400","CR1791"
"26750","Closed treatment of distal phalangeal fracture, finger or thumb","P","10120","4620","5500","CR1325"
"26756","Percutaneous skeletal fixation of distal phalangeal fracture, finger or thumb, each","P","14960","7560","7400","CR1848"
"26765","Open treatment of distal phalangeal fracture, finger or thumb, w/ or w/o internal or external fixation, each","P","12120","6720","5400","CR1578"
"26770","Closed treatment of interphalangeal joint dislocation, single","P","10880","3780","7100","CR1029"
"26776","Percutaneous skeletal fixation of interphalangeal joint dislocation, single, w/ manipulation","P","12540","7140","5400","CR1799"
"26785","Open treatment of interphalangeal joint dislocation, w/ or w/o internal or external fixation, single","P","12540","7140","5400","CR1792"
"26820","Fusion in opposition, thumb, w/ autogenous graft (includes obtaining graft)","P","21820","10920","10900","CR2569"
"26841","Arthrodesis, carpometacarpal joint, thumb, w/ or w/o internal fixation;","P","20980","10080","10900","CR2432"
"26842","Arthrodesis, carpometacarpal joint, thumb, w/ or w/o internal fixation; w/ autograft (includes obtaining graft)","P","20980","10080","10900","CR2433"
"26843","Arthrodesis, carpometacarpal joint, digits, other than thumb;","P","21940","9240","12700","CR2303"
"26844","Arthrodesis, carpometacarpal joint, digits, other than thumb; w/ autograft (includes obtaining graft)","P","20980","10080","10900","CR2434"
"26850","Arthrodesis, metacarpophalangeal joint, w/ or w/o internal fixation;","P","20980","10080","10900","CR2435"
"26852","Arthrodesis, metacarpophalangeal joint, w/ or w/o internal fixation; w/ autograft (includes obtaining graft)","P","21820","10920","10900","CR2570"
"26860","Arthrodesis, interphalangeal joint, w/ or w/o internal fixation;","P","20980","10080","10900","CR2436"
"26862","Arthrodesis, interphalangeal joint, w/ or w/o internal fixation; w/ autograft (includes obtaining graft)","P","21820","10920","10900","CR2571"
"26910","Amputation, metacarpal, w/ finger or thumb (ray amputation), single, w/ or w/o interosseous transfer","P","12120","6720","5400","CR1579"
"26951","Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; w/ direct closure","P","11980","5880","6100","CR1484"
"26952","Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; w/ local advancement flaps (V-Y, hood)","P","21940","9240","12700","CR2259"
"26990","Incision and drainage, pelvis or hip joint area; deep abscess or hematoma","P","12120","6720","5400","CR1660"
"26991","Incision and drainage, pelvis or hip joint area; infected bursa","P","12120","6720","5400","CR1661"
"26992","Incision, deep, w/ opening of bone cortex (e.g., for osteomyelitis or bone abscess), pelvis and/or hip joint","P","23300","12600","10700","CR2740"
"27000","Tenotomy, adductor of hip, subcutaneous, closed","P","12120","6720","5400","CR1662"
"27001","Tenotomy, adductor of hip, subcutaneous, open","P","14960","7560","7400","CR1849"
"27003","Tenotomy, adductor, subcutaneous, open, w/ obturator neurectomy","P","30740","13440","17300","CR3010"
"27005","Tenotomy, iliopsoas, open","P","23300","12600","10700","CR2741"
"27006","Tenotomy, abductors of hip, open","P","23300","12600","10700","CR2742"
"27025","Fasciotomy, hip or thigh, any type","P","21820","10920","10900","CR2572"
"27030","Arthrotomy, hip, for infection, w/ drainage","P","30740","13440","17300","CR3011"
"27033","Arthrotomy, hip, w/ exploration or removal of loose or foreign body","P","30740","13440","17300","CR3012"
"27035","Hip joint denervation, intrapelvic or extrapelvic intra-articular branches of sciatic, femoral, or obturator nerves","P","30300","16800","13500","CR3299"
"27036","Capsulectomy or capsulotomy of hip, w/ or w/o excision of heterotopic bone, w/ release of hip flexor muscles (ie, gluteus medius, gluteus minimus, tensor fascia latae, rectus femoris, sartorius, iliopsoas)","P","37800","21000","16800","CR3666"
"27040","Biopsy, soft tissue of pelvis and hip area","P","3504","504","3000","CR0332"
"27047","Excision, tumor, pelvis and hip area; subcutaneous","P","5680","1680","4000","CR0528"
"27048","Excision, tumor, pelvis and hip area; deep, subfascial, intramuscular","P","8260","3360","4900","CR0927"
"27049","Radical resection of tumor (e.g., malignant neoplasm), soft tissue of pelvis and hip area","P","37800","21000","16800","CR3667"
"27050","Arthrotomy, w/ biopsy; sacroiliac joint","P","27960","15960","12000","CR3216"
"27052","Arthrotomy, w/ biopsy; hip joint","P","37180","18480","18700","CR3547"
"27054","Arthrotomy w/ synovectomy, hip joint","P","31140","17640","13500","CR3517"
"27060","Excision; ischial bursa","P","27120","15120","12000","CR3137"
"27062","Excision; trochanteric bursa or calcification","P","27120","15120","12000","CR3138"
"27065","Excision of bone cyst or benign tumor; superficial (wing of ilium, symphysis pubis, or greater trochanter of femur) w/ or w/o autograft","P","27960","15960","12000","CR3217"
"27066","Excision of bone cyst or benign tumor; deep, w/ or w/o autograft","P","30300","16800","13500","CR3300"
"27067","Excision of bone cyst or benign tumor; w/ autograft requiring separate incision","P","31140","17640","13500","CR3518"
"27070","Partial excision (craterization, saucerization) (e.g., for osteomyelitis); superficial (e.g., wing of ilium, symphysis pubis or greater trochanter of femur)","P","46500","25200","21300","CR3955"
"27071","Partial excision (craterization, saucerization) (e.g., for osteomyelitis); deep","P","46500","25200","21300","CR3956"
"27075","Radical resection of tumor or infection; wing of ilium, one pubic or ischial ramus or symphysis pubis","P","38860","20160","18700","CR3624"
"27076","Radical resection of tumor or infection; ilium, including acetabulum, both pubic rami, or ischium and acetabulum","P","38860","20160","18700","CR3625"
"27077","Radical resection of tumor or infection; innominate bone, total","P","37180","18480","18700","CR3548"
"27078","Radical resection of tumor or infection; ischial tuberosity and greater trochanter of femur","P","31140","17640","13500","CR3519"
"27079","Radical resection of tumor or infection; ischial tuberosity and greater trochanter of femur, w/ skin flaps","P","31560","18060","13500","CR3534"
"27080","Coccygectomy, primary","P","15380","7980","7400","CR1897"
"27086","Removal of foreign body, pelvis or hip","P","14960","7560","7400","CR1850"
"27090","Removal of hip prosthesis;","P","30300","16800","13500","CR3301"
"27091","Removal of hip prosthesis; complicated, including ""total hip"" and methlmethacrylate, when applicable","P","38020","19320","18700","CR3605"
"27097","Hamstring recession, proximal","P","22660","11760","10900","CR2629"
"27098","Adductor transfer to ischium","P","23300","12600","10700","CR2743"
"27100","Transfer external oblique muscle to greater trochanter including fascial or tendon extension (graft)","P","30740","13440","17300","CR3013"
"27105","Transfer paraspinal muscle to hip (includes fascial or tendon extension graft)","P","30740","13440","17300","CR3014"
"27110","Transfer iliopsoas; to greater trochanter","P","30740","13440","17300","CR3015"
"27111","Transfer iliopsoas; to femoral neck","P","30740","13440","17300","CR3016"
"27120","Acetabuloplasty; (e.g., Whitman, Colonna, Haygroves, or cup type)","P","37180","18480","18700","CR3549"
"27122","Acetabuloplasty; resection femoral head (Girdlestone procedure)","P","37180","18480","18700","CR3550"
"27125","Partial hip replacement, prosthesis (e.g., femoral stem prosthesis, bipolar arthroplasty)","P","37180","18480","18700","CR3551"
"27130","Arthroplasty, acetabular and proximal femoral prosthetic replacement (total hip replacement), w/ or w/o autograft or allograft","P","53400","29400","24000","CR4173"
"27132","Conversion of previous hip surgery to total hip replacement, w/ or w/o autograft or allograft","P","55080","31080","24000","CR4296"
"27134","Revision of total hip arthroplasty; both components, w/ or w/o autograft or allograft","P","55000","33600","21400","CR4338"
"27137","Revision of total hip arthroplasty; acetabular component only, w/ or w/o autograft or allograft","P","38640","21840","16800","CR3832"
"27138","Revision of total hip arthroplasty; femoral component only, w/ or w/o allograft","P","38640","21840","16800","CR3833"
"27140","Osteotomy and transfer of greater trochanter","P","27960","15960","12000","CR3218"
"27146","Osteotomy , iliac, acetabular or innominate bone;","P","30300","16800","13500","CR3302"
"27147","Osteotomy , iliac, acetabular or innominate bone; w/ open reduction of hip","P","31140","17640","13500","CR3520"
"27151","Osteotomy , iliac, acetabular or innominate bone; w/ femoral osteotomy","P","37180","18480","18700","CR3552"
"27156","Osteotomy , iliac, acetabular or innominate bone; w/ femoral osteotomy and w/ open reduction of hip","P","38020","19320","18700","CR3606"
"27158","Osteotomy, pelvis, bilateral (e.g., for congenital malformation)","P","37800","21000","16800","CR3668"
"27161","Osteotomy, femoral neck","P","31140","17640","13500","CR3521"
"27165","Osteotomy, intertrochanteric or subtrochanteric including internal or external fixation and/or cast","P","37180","18480","18700","CR3553"
"27170","Bone graft, femoral head, neck, intertrochanteric or subtrochanteric area (includes obtaining bone graft)","P","31140","17640","13500","CR3522"
"27175","Treatment of slipped femoral epiphysis; by traction, w/o reduction","P","23300","12600","10700","CR2662"
"27176","Treatment of slipped femoral epiphysis; by single or multiple pinning, in situ","P","30300","16800","13500","CR3236"
"27177","Open treatment of slipped femoral epiphysis; single of multiple pinning or bone graft (includes obtaining graft)","P","31140","17640","13500","CR3511"
"27178","Open treatment of slipped femoral epiphysis; closed manipulation w/ single or multiple pinning","P","31140","17640","13500","CR3512"
"27179","Open treatment of slipped femoral epiphysis; osteoplasty of femoral neck (Heyman type procedure)","P","31140","17640","13500","CR3513"
"27181","Open treatment of slipped femoral epiphysis; osteotomy and internal fixation","P","37180","18480","18700","CR3535"
"27185","Epiphyseal arrest by epiphysiodesis or stapling, greater trochanter","P","27960","15960","12000","CR3219"
"27187","Prophylactic treatment (nailing, pinning, plating, or wiring) w/ or w/o methylmethacrylate, femoral neck and proximal femur","P","31140","17640","13500","CR3523"
"27193","Closed treatment of pelvic ring fracture, dislocation, diastasis or subluxation","P","27960","15960","12000","CR3220"
"27200","Closed treatment of coccygeal fracture","P","14960","7560","7400","CR1851"
"27202","Open treatment of coccygeal fracture","P","22660","11760","10900","CR2630"
"27215","Open treatment of iliac spine(s), tuberosity avulsion, or iliac wing fracture(s) (e.g., pelvic fracture(s) w/c do not disrupt the pelvic ring), w/ internal fixation","P","37800","21000","16800","CR3636"
"27216","Percutaneous skeletal fixation of posterior pelvic ring fracture and/or dislocation (includes ilium, sacroiliac joint and/or sacrum)","P","40320","23520","16800","CR3859"
"27217","Open treatment of anterior ring fracture and/or dislocation w/ internal fixation (includes pubic symphysis and/or rami)","P","46500","25200","21300","CR3888"
"27218","Open treatment of posterior ring fracture and/or dislocation w/ internal fixation (includes ilium, sacroiliac joint and/or sacrum)","P","46500","25200","21300","CR3889"
"27220","Closed treatment of acetabulum (hip socket) fracture(s)","P","30740","13440","17300","CR2980"
"27226","Open treatment of posterior or anterior acetabular wall fracture, w/ internal fixation","P","38640","21840","16800","CR3816"
"27227","Open treatment of acetabular fracture(s) involving anterior or posterior (one) column, or a fracture running transversely across the acetabulum, w/ internal fixation","P","40320","23520","16800","CR3850"
"27228","Open treatment of acetabular fracture(s) involving anterior and posterior (two) columns, includes T-fracture and both column fracture w/ complete articular detachment, or single column or transverse fracture w/ associated acetabular wall fracture, w/ inte","P","46500","25200","21300","CR3890"
"27230","Closed treatment of femoral fracture, proximal end, neck","P","23300","12600","10700","CR2663"
"27235","Percutaneous skeletal fixation of femoral fracture, proximal end, neck, undisplaced, mildly displaced, or impacted fracture","P","46500","25200","21300","CR3957"
"27236","Open treatment of femoral fracture, proximal end, neck, internal fixation or prosthetic replacement (direct fracture exposure)","P","46500","25200","21300","CR3891"
"27238","Closed treatment of intertrochanteric, pertrochanteric, or subtrochanteric femoral fracture","P","23300","12600","10700","CR2664"
"27244","Open treatment of intertrochanteric, pertrochanteric, or subtrochanteric femoral fracture; w/ plate/screw type implant, w/ or w/o cerclage","P","46500","25200","21300","CR3892"
"27245","Open treatment of intertrochanteric, pertrochanteric, or subtrochanteric femoral fracture; w/ intramedullary implant, w/ or w/o interlocking screws and/or cerclage","P","31140","17640","13500","CR3514"
"27246","Closed treatment of greater trochanteric fracture","P","23300","12600","10700","CR2665"
"27248","Open treatment of greater trochanteric fracture, w/ or w/o internal or external fixation","P","27120","15120","12000","CR3084"
"27250","Closed treatment of hip dislocation, traumatic","P","23300","12600","10700","CR2666"
"27253","Open treatment of hip dislocation, traumatic, w/o internal fixation","P","37180","18480","18700","CR3536"
"27254","Open treatment of hip dislocation, traumatic w/ acetabular wall and femoral head fracture, w/ or w/o internal or external fixation","P","40320","23520","16800","CR3851"
"27258","Open treatment of spontaneous hip dislocation (developmental, including congenital or pathological), replacement of femoral head in acetabulum (including tenotomy, etc);","P","30300","16800","13500","CR3237"
"27259","Open treatment of spontaneous hip dislocation (developmental, including congenital or pathological), replacement of femoral head in acetabulum (including tenotomy, etc); w/ femoral shaft shortening","P","37180","18480","18700","CR3537"
"27265","Closed treatment of post hip arthroplasty dislocation","P","18000","8400","9600","CR1918"
"27280","Arthrodesis, sacroiliac joint (including obtaining graft)","P","37800","21000","16800","CR3669"
"27282","Arthrodesis, symphysis pubis (including obtaining graft)","P","27960","15960","12000","CR3221"
"27284","Arthrodesis, hip joint (includes obtaining graft);","P","37800","21000","16800","CR3670"
"27286","Arthrodesis, hip joint (includes obtaining graft); w/ subtrochanteric osteotomy","P","40320","23520","16800","CR3860"
"27290","Interpelviabdominal amputation (hindquarter amputation)","P","46500","25200","21300","CR3893"
"27295","Disarticulation of hip","P","30300","16800","13500","CR3238"
"27301","Incision and drainage of deep abscess, infected bursa, or hematoma, thigh or knee region","P","8260","3360","4900","CR0928"
"27303","Incision, deep, w/ opening of bone cortex (e.g., for osteomyelitis or bone abscess), femur or knee","P","23300","12600","10700","CR2744"
"27305","Fasciotomy, iliotibial (tenotomy), open","P","18000","8400","9600","CR2013"
"27306","Tenotomy, subcutaneous, closed, adductor or hamstring; single","P","18000","8400","9600","CR2014"
"27307","Tenotomy, subcutaneous, closed, adductor or hamstring; multiple","P","21820","10920","10900","CR2573"
"27310","Arthrotomy, knee, for infection, w/ exploration, drainage or removal of foreign body","P","27120","15120","12000","CR3139"
"27315","Neurectomy, hamstring muscle","P","23300","12600","10700","CR2745"
"27320","Neurectomy, popliteal (gastrocnemius)","P","23300","12600","10700","CR2746"
"27323","Biopsy, soft tissue of thigh or knee area","P","3504","504","3000","CR0333"
"27327","Excision, tumor, thigh or knee area; subcutaneous","P","5680","1680","4000","CR0529"
"27328","Excision, tumor, thigh or knee area; deep, subfascial, or intramuscular","P","8020","2520","5500","CR0729"
"27329","Radical resection of tumor (e.g., malignant neoplasm), soft tissue of thigh or knee area","P","27120","15120","12000","CR3140"
"27330","Arthrotomy, knee; w/ synovial biopsy only","P","20980","10080","10900","CR2437"
"27331","Arthrotomy, knee; w/ joint exploration, w/ or w/o biopsy, w/ or w/o removal of loose or foreign bodies","P","23300","12600","10700","CR2747"
"27332","Arthrotomy, knee, w/ excision of semilunar cartilage (meniscectomy); medial or lateral","P","31580","14280","17300","CR3055"
"27333","Arthrotomy, knee, w/ excision of semilunar cartilage (meniscectomy); medial and lateral","P","27960","15960","12000","CR3222"
"27334","Arthrotomy, knee, w/ synovectomy; anterior or posterior","P","13152","6552","6600","CR1571"
"27335","Arthrotomy, knee, w/ synovectomy; anterior and posterior including popliteal area","P","23300","12600","10700","CR2748"
"27340","Excision, prepatellar bursa","P","14960","7560","7400","CR1852"
"27345","Excision of synovial cyst of popliteal space (Bakers cyst)","P","20980","10080","10900","CR2438"
"27350","Patellectomy or hemipatellectomy","P","30740","13440","17300","CR3017"
"27355","Excision or curettage of bone cyst or benign tumor of femur;","P","22240","11340","10900","CR2610"
"27356","Excision or curettage of bone cyst or benign tumor of femur; w/ allograft","P","23720","13020","10700","CR2974"
"27357","Excision or curettage of bone cyst or benign tumor of femur; w/ autograft (includes obtaining graft)","P","23720","13020","10700","CR2975"
"27358","Excision or curettage of bone cyst or benign tumor of femur; w/ internal fixation","P","27120","15120","12000","CR3141"
"27360","Partial excision (craterization, saucerization, or diaphysectomy) of bone (e.g., for osteomyelitis), femur, proximal tibia and/or fibula","P","23720","13020","10700","CR2976"
"27365","Radical resection of tumor, bone, femur or knee","P","27120","15120","12000","CR3142"
"27372","Removal of foreign body, deep, thigh region or knee area","P","18000","8400","9600","CR2015"
"27380","Suture of infrapatellar tendon; primary","P","23300","12600","10700","CR2749"
"27381","Suture of infrapatellar tendon; secondary reconstruction, including fascial or tendon graft","P","27120","15120","12000","CR3143"
"27385","Suture of quadriceps or hamstring muscle rupture; primary","P","32000","14700","17300","CR3067"
"27386","Suture of quadriceps or hamstring muscle rupture; secondary reconstruction, including fascial or tendon graft","P","27120","15120","12000","CR3144"
"27390","Tenotomy, open, hamstring, knee to hip; single","P","18000","8400","9600","CR2016"
"27391","Tenotomy, open, hamstring, knee to hip; multiple, one leg","P","21940","9240","12700","CR2304"
"27392","Tenotomy, open, hamstring, knee to hip; multiple, bilateral","P","20980","10080","10900","CR2439"
"27393","Lengthening of hamstring tendon; single","P","23300","12600","10700","CR2750"
"27394","Lengthening of hamstring tendon; multiple, one leg","P","21940","9240","12700","CR2305"
"27395","Lengthening of hamstring tendon; multiple, bilateral","P","20980","10080","10900","CR2440"
"27396","Transplant, hamstring tendon to patella; single","P","23300","12600","10700","CR2751"
"27397","Transplant, hamstring tendon to patella; multiple","P","22360","9660","12700","CR2356"
"27400","Tendon or muscle transfer, hamstrings to femur (e.g.gers type procedure)","P","23300","12600","10700","CR2752"
"27403","Arthrotomy w/ open meniscus repair","P","27960","15960","12000","CR3223"
"27405","Repair, primary, torn ligament and/or capsule, knee; collateral","P","27120","15120","12000","CR3145"
"27407","Repair, primary, torn ligament and/or capsule, knee; cruciate","P","30300","16800","13500","CR3303"
"27409","Repair, primary, torn ligament and/or capsule, knee; collateral and cruciate ligaments","P","37800","21000","16800","CR3671"
"27418","Anterior tibial tubercleplasty (e.g., for chondromalacia patellae)","P","22660","11760","10900","CR2631"
"27420","Reconstruction for recurrent dislocating patella; (Hauser type procedure)","P","23080","12180","10900","CR2654"
"27422","Reconstruction for recurrent dislocating patella; w/ extensor realignment and/or muscle advancement or release (Campbell, Goldwaite type procedure)","P","30740","13440","17300","CR3018"
"27424","Reconstruction for recurrent dislocating patella; w/ patellectomy","P","30740","13440","17300","CR3019"
"27425","Lateral retinacular release (any method)","P","21820","10920","10900","CR2574"
"27427","Ligamentous reconstruction (augmentation), knee; extra-articular","P","30300","16800","13500","CR3304"
"27428","Ligamentous reconstruction (augmentation), knee; intra-articular (open)","P","31140","17640","13500","CR3524"
"27429","Ligamentous reconstruction (augmentation), knee; intra-articular (open) and extra-articular","P","37180","18480","18700","CR3554"
"27430","Quadricepsplasty (Bennett or Thompson type)","P","27120","15120","12000","CR3146"
"27435","Capsulotomy, knee, posterior capsular release","P","30740","13440","17300","CR3020"
"27437","Arthroplasty, patella; w/o prosthesis","P","30740","13440","17300","CR3021"
"27438","Arthroplasty, patella; w/ prosthesis","P","31140","17640","13500","CR3525"
"27440","Arthroplasty, knee, tibial plateau;","P","37800","21000","16800","CR3672"
"27441","Arthroplasty, knee, tibial plateau; w/ debridement and partial synovectomy","P","38640","21840","16800","CR3834"
"27442","Arthroplasty, knee, femoral condyles or tibial plateaus;","P","38640","21840","16800","CR3835"
"27443","Arthroplasty, knee, femoral condyles or tibial plateaus; w/ debridement and partial synovectomy","P","39480","22680","16800","CR3842"
"27445","Arthroplasty, knee, constrained prosthesis (e.g., Walldius type)","P","46500","25200","21300","CR3958"
"27446","Arthroplasty, knee, condyle and plateau; medial or lateral compartment","P","39480","22680","16800","CR3843"
"27447","Arthroplasty, knee, condyle and plateau; medial and lateral compartments w/ or w/o patella resurfacing (""total knee replacement"")","P","40320","23520","16800","CR3861"
"27448","Osteotomy, femur, shaft or supracondylar; w/o fixation","P","18420","8820","9600","CR2239"
"27450","Osteotomy, femur, shaft or supracondylar; w/ fixation","P","23300","12600","10700","CR2753"
"27454","Osteotomy, multiple, femoral shaft, w/ realignment on intramedullary rod (Sofield type procedure)","P","27120","15120","12000","CR3147"
"27455","Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus (bowleg) or genu valgus (knock-knee)); before epiphyseal closure","P","27120","15120","12000","CR3148"
"27457","Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus (bowleg) or genu valgus (knock-knee)); after epiphyseal closure","P","27120","15120","12000","CR3149"
"27465","Osteoplasty, femur; shortening (excluding 64876)","P","27120","15120","12000","CR3150"
"27466","Osteoplasty, femur; lengthening","P","27120","15120","12000","CR3151"
"27468","Osteoplasty, femur; combined, lengthening and shortening w/ femoral segment transfer","P","37180","18480","18700","CR3555"
"27470","Repair, nonunion or malunion, femur, distal to head and neck; w/o graft (e.g., compression technique)","P","31580","14280","17300","CR3056"
"27472","Repair, nonunion or malunion, femur, distal to head and neck; w/ iliac or other autogenous bone graft (includes obtaining graft)","P","27960","15960","12000","CR3224"
"27475","Epiphyseal arrest by epiphysiodesis or stapling; distal femur","P","30740","13440","17300","CR3022"
"27477","Epiphyseal arrest by epiphysiodesis or stapling; tibia and fibula, proximal","P","23300","12600","10700","CR2754"
"27479","Epiphyseal arrest by epiphysiodesis or stapling; combined distal femur, proximal tibia and fibula","P","27120","15120","12000","CR3152"
"27485","Arrest, hemiepiphyseal, distal femur or proximal leg (e.g., for genu varus or valgus)","P","30740","13440","17300","CR3023"
"27486","Revision of total knee arthroplasty, w/ or w/o allograft; one component","P","53400","29400","24000","CR4174"
"27487","Revision of total knee arthroplasty, w/ or w/o allograft; all components","P","55000","33600","21400","CR4339"
"27488","Removal of knee prosthesis, including ""total knee"" methylmethacrylate and insertion of spacer, when applicable","P","37180","18480","18700","CR3556"
"27495","Prophylactic treatment (nailing, pinning, plating or writing) w/ or w/o methylmethacrylate, femur","P","30740","13440","17300","CR3024"
"27496","Decompression fasciotomy, thigh and/or knee, one compartment (flexor or extensor or adductor);","P","20980","10080","10900","CR2441"
"27497","Decompression fasciotomy, thigh and/or knee, one compartment (flexor or extensor or adductor); w/ debridement of nonviable muscle and/or nerve","P","21820","10920","10900","CR2575"
"27498","Decompression fasciotomy, thigh and/or knee, multiple compartments;","P","21820","10920","10900","CR2576"
"27499","Decompression fasciotomy, thigh and/or knee, multiple compartments; w/ debridement of nonviable muscle and/or nerve","P","23300","12600","10700","CR2755"
"27501","Closed treatment of supracondylar or transcondylar femoral fracture w/ or w/o intercondylar extension","P","14960","7560","7400","CR1830"
"27502","Closed treatment of femoral shaft fracture, w/ or w/o skin or skeletal traction","P","18420","8820","9600","CR2232"
"27503","Closed treatment of supracondylar or transcondylar femoral fracture w/ or w/o intercondylar extension, w/ or w/o skin or skeletal traction","P","18420","8820","9600","CR2233"
"27506","Open treatment of femoral shaft fracture, w/ or w/o external fixation, w/ insertion of intramedullary implant, w/ or w/o cerclage and/or locking screws","P","30740","13440","17300","CR2981"
"27507","Open treatment of femoral shaft fracture w/ plate/screws, w/ or w/o cerclage","P","30740","13440","17300","CR2982"
"27509","Percutaneous skeletal fixation of femoral fracture, distal end, medial or lateral condyle, or supracondylar or transcondylar, w/ or w/o intercondylar extension, or distal femoral epiphyseal separation","P","37180","18480","18700","CR3557"
"27510","Closed treatment of femoral fracture, distal end, medial or lateral condyle","P","18420","8820","9600","CR2234"
"27511","Open treatment of femoral supracondylar or transcondylar fracture w/o intercondylar extension, w/ or w/o internal or external fixation","P","37180","18480","18700","CR3538"
"27513","Open treatment of femoral supracondylar or transcondylar fracture w/ intercondylar extension, w/ or w/o internal or external fixation","P","37800","21000","16800","CR3637"
"27514","Open treatment of femoral fracture, distal end, medial or lateral condyle, w/ or w/o internal or external fixation","P","30740","13440","17300","CR2983"
"27516","Closed treatment of distal femoral epiphyseal separation","P","23300","12600","10700","CR2667"
"27519","Open treatment of distal femoral epiphyseal separation, w/ or w/o internal or external fixation","P","22660","11760","10900","CR2616"
"27520","Closed treatment of patellar fracture","P","20980","10080","10900","CR2370"
"27524","Open treatment of patellar fracture, w/ internal fixation and/or partial or complete patellectomy and soft tissue repair","P","20980","10080","10900","CR2371"
"27530","Closed treatment of tibial fracture, proximal (plateau)","P","18420","8820","9600","CR2235"
"27535","Open treatment of tibial fracture, proximal (plateau); unicondylar, w/ or w/o internal or external fixation","P","30740","13440","17300","CR2984"
"27536","Open treatment of tibial fracture, proximal (plateau); bicondylar, w/ or w/o internal fixation","P","27120","15120","12000","CR3085"
"27538","Closed treatment of intercondylar spine(s) and/or tuberosity fracture(s) of knee","P","10540","5040","5500","CR1348"
"27540","Open treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, w/ or w/o internal or external fixation","P","21820","10920","10900","CR2548"
"27550","Closed treatment of knee dislocation","P","10540","5040","5500","CR1349"
"27556","Open treatment of knee dislocation, w/ or w/o internal or external fixation; w/o primary ligamentous repair or augmentation/reconstruction","P","27120","15120","12000","CR3086"
"27557","Open treatment of knee dislocation, w/ or w/o internal or external fixation; w/ primary ligamentous repair","P","27960","15960","12000","CR3208"
"27558","Open treatment of knee dislocation, w/ or w/o internal or external fixation; w/ primary ligamentous repair, w/ augmentation/reconstruction","P","37800","21000","16800","CR3638"
"27560","Closed treatment of patellar dislocation","P","20980","10080","10900","CR2372"
"27566","Open treatment of patellar dislocation, w/ or w/o partial or total patellectomy","P","27120","15120","12000","CR3087"
"27580","Fusion of knee, any technique","P","30740","13440","17300","CR3025"
"27590","Amputation, thigh, through femur, any level;","P","30300","16800","13500","CR3239"
"27591","Amputation, thigh, through femur, any level; immediate fitting technique including  cast","P","23300","12600","10700","CR2668"
"27592","Amputation, thigh, through femur, any level; open, circular (guillotine)","P","23300","12600","10700","CR2669"
"27594","Amputation, thigh, through femur, any level; secondary closure or scar revision","P","11980","5880","6100","CR1485"
"27596","Amputation, thigh, through femur, any level; re-amputaion","P","22660","11760","10900","CR2617"
"27598","Disarticulation at knee","P","27120","15120","12000","CR3088"
"27600","Decompression fasciotomy, leg; anterior and/or lateral compartments only","P","8020","2520","5500","CR0730"
"27601","Decompression fasciotomy, leg; posterior compartments(s) only","P","8020","2520","5500","CR0731"
"27602","Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s)","P","8260","3360","4900","CR0929"
"27603","Incision and drainage, leg or ankle; deep abscess or hematoma","P","4108","1008","3100","CR0403"
"27604","Incision and drainage, leg or ankle; infected bursa","P","5680","1680","4000","CR0530"
"27605","Tenotomy, Achilles tendon, subcutaneous ; local anesthesia;","P","12540","7140","5400","CR1800"
"27606","Tenotomy, Achilles tendon, subcutaneous ; local anesthesia; general anesthesia","P","18420","8820","9600","CR2240"
"27607","Incision, deep, w/ opening of bone cortex (e.g., for osteomyelitis or bone abscess), leg or ankle","P","20980","10080","10900","CR2442"
"27610","Arthrotomy, ankle, for infection, w/ exploration, drainage, or removal of foreign body","P","21940","9240","12700","CR2306"
"27612","Arthrotomy, ankle, posterior capsular release, w/ or w/o Achilles tendon lengthening","P","22660","11760","10900","CR2632"
"27613","Biopsy, soft tissue of leg or ankle area","P","3504","504","3000","CR0334"
"27615","Radical resection of tumor (e.g., malignant neoplasm), soft tissue of leg or ankle area","P","20980","10080","10900","CR2443"
"27618","Excision, tumor, leg or ankle area; subcutaneous","P","5680","1680","4000","CR0531"
"27619","Excision, tumor, leg or ankle area; deep, subfascial or intramuscular","P","8020","2520","5500","CR0732"
